index,Date,URL,Hit Sentence,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
353,14-Mar-2023 10:38AM,http://twitter.com/DyjuanTatro/statuses/1635651606979960832,@GillianBNews Alabama is deploying safe rooms in schools while banning books in schools. The idea seems to be that kids can survive mass school shootings but not reading The Bluest Eye or a Brave New World.,@DyjuanTatro,United States,English,21418.0,12437,198.12,Neutral,"Bluest Eye,Brave New World,books in schools,idea,kids,mass school shootings,safe rooms",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",9.0,"""1635651606979960832""","""1059082174027235329""",Twitter for iPhone,Dyjuan Tatro,http://www.twitter.com/DyjuanTatro,This is a legacy verified account. It may or may not be notable. • @BPIBard Alum • @thefortunesoc Board Member • #CollegeBehindBars is on @PrimeVideo • my views,21418.0,983.0,14-Mar-23,10:38 AM,New York,New York City,452691.0,11465,27,945.0,945,11465,27,True,http://twitter.com/GillianBNews/statuses/1635397817526267904
356,01-Feb-2023 04:00PM,http://twitter.com/Strandjunker/statuses/1620889830497595392,"Here’s the deal: If Americans die in mass readings, we ban books, until then we ban guns.",@Strandjunker,Unknown,English,255518.0,11649,2363.54,Neutral,"ban guns,deal",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1620889830497595392""","""1866938882""",Twitter for iPhone,Andrea Junker,http://www.twitter.com/Strandjunker,"Nomad: Home is the here and now. Addict: Tabasco, dark chocolate, coffee. Mover: Strong and persistent voice against Trumpism.",255518.0,131.0,1-Feb-23,4:00 PM,,,128251.0,9873,78,1698.0,1698,9873,78,False,
437,06-May-2023 10:44AM,http://twitter.com/ResisterSis20/statuses/1654859682748461057,"This is a dangerous man. He does not believe in civil rights. He believes it is his right to persecute Americans. He does not govern. He Dictates. This man is a Fascists who bans books, threatens teachers with arrest, and makes Florida free for mass shooters to thrive He wants…   /LnNKDnCpB2",@ResisterSis20,Unknown,English,129650.0,8299,1199.26,Negative,"books,civil rights,dangerous man,mass shooters,teachers with arrest",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,books",10.0,"""1654859682748461057""","""328756439""",Twitter for iPad,Southern Sister Resister - Wordsmith #IAmTheStorm,http://www.twitter.com/ResisterSis20,"I am a Reader, Writer, Thinker, Teacher, Friend to few, Lover to one, Hated by some…Blood and Bone Woman.",129650.0,76459.0,6-May-23,10:44 AM,,,209030.0,5808,279,2212.0,2212,5808,279,True,
463,29-Nov-2022 04:33PM,http://twitter.com/TonyHussein4/statuses/1597705438199369729,"Stop the #MAGAmeltdown. Republicans in Red States have slashed teachers' wages, public school funding, and banned books. They have blocked safety measures to curb mass shootings. Teacher are scared. They are being vilified by GOP for teaching history. Our children deserve better.   /0LwaKgBrAy",@TonyHussein4,Unknown,English,42191.0,7710,390.27,Negative,"books,children,history,mass shootings,public school funding,safety measures,teachers,wages",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",9.0,"""1597705438199369729""","""1270133776748855304""",Twitter Web App,Tony 🌊VOTE Warnock🇺🇸,http://www.twitter.com/TonyHussein4,"Info about Democratic Pro-Choice Candidates, The Supreme Court, Women's Rights, Voting Rights, LGBTQ+ Rights, Justice, Nature, Climate Change & Life on Earth.",42191.0,16942.0,29-Nov-22,4:33 PM,,,0.0,5770,25,1915.0,1915,5770,25,False,
467,15-May-2023 07:24PM,http://twitter.com/TheSWPrincess/statuses/1658251990932111361,"Republicans: ""There's no point in passing gun control legislation, laws won't stop mass shootings."" Also Republicans: ban drag shows, books, teaching about slavery, the Holocaust, gender affirming care, abortion.   /QxLOdxKoHl",@TheSWPrincess,Unknown,English,72803.0,7836,673.43,Neutral,"abortion,ban drag shows,books,care,gender,gun control legislation,laws,point,shootings,slavery,won't stop mass",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",9.0,"""1658251990932111361""","""815708250217840640""",Twitter for Android,Leia🌻,http://www.twitter.com/TheSWPrincess,Sci fi nut | Colombiana | Rescue Dog Mom | Picardian | Blocked by Doug Mastriano & Herschel Walker,72803.0,38069.0,15-May-23,7:24 PM,,,87073.0,5821,70,1945.0,1945,5821,70,True,
478,04-May-2023 04:31PM,http://twitter.com/ProjectLincoln/statuses/1654222112805076995," @bennyjohnson: The Boston Tea Party was in 1773. This is why we shouldn't be banning books. ; 1776: “It’s just a beverage boycott. You’re not gonna change anything.” 2023: ￼ “It’s just a beverage boycott. You’re not gonna change anything.” Step aside, cowards.   /GkKpb5ti4q",@ProjectLincoln,United States,English,2752765.0,8703,25463.08,Negative,"beverage boycott,books",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1654222112805076995""","""1205226529455632385""",Twitter Web App,The Lincoln Project,http://www.twitter.com/ProjectLincoln,"""You cannot escape the responsibility of tomorrow by evading it today.” – Abraham Lincoln 🏴‍☠️ | Home of @LPTV | Partner of @JoinTheUnionUS , @LDIDemocracy",2752765.0,1076.0,4-May-23,4:31 PM,,,706420.0,7614,263,826.0,826,7614,263,True, //twitter.com/bennyjohnson/statuses/1653928932901625856
550,14-Mar-2023 01:04PM,http://twitter.com/DyjuanTatro/statuses/1635688316547870722,@JoshuaPHilll Alabama is deploying safe rooms in schools while banning books in schools. The idea seems to be that kids can survive mass school shootings but not reading The Bluest Eye or a Brave New World.,@DyjuanTatro,United States,English,21418.0,7472,198.12,Neutral,"Bluest Eye,Brave New World,books in schools,idea,kids,mass school shootings,safe rooms",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",9.0,"""1635688316547870722""","""1059082174027235329""",Twitter for iPhone,Dyjuan Tatro,http://www.twitter.com/DyjuanTatro,This is a legacy verified account. It may or may not be notable. • @BPIBard Alum • @thefortunesoc Board Member • #CollegeBehindBars is on @PrimeVideo • my views,21418.0,983.0,14-Mar-23,1:04 PM,New York,New York City,139412.0,7172,13,287.0,287,7172,13,True,http://twitter.com/JoshuaPHilll/statuses/1635672652231634944
562,28-Jan-2023 07:56AM,http://twitter.com/BlackKnight10k/statuses/1619318408272818176,"Mass shootings, Tyre execution video, book banning, DOJ coverup of Trump's crimes, FBI agents on Russia's payroll, Paul Pelosi almost becoming a snuff film, more seditious conspiracy convictions, Mike Pence classified documents... Wtf is this week even",@BlackKnight10k,United States,English,164552.0,6609,1522.11,Negative,"DOJ coverup,FBI agents,Mass shootings,Trump's crimes,Tyre execution video,book,classified documents,snuff film",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1619318408272818176""","""1340093943879512065""",Twitter for Android,I Smoked Mike Pence's Classified Documents,http://www.twitter.com/BlackKnight10k,Host of @PardonPod with @cooltxchick and @caroledwine.,164552.0,40965.0,28-Jan-23,7:56 AM,North Carolina,Icard,,5373,228,,1008,5373,228,False,
569,30-Mar-2023 01:23PM,http://twitter.com/ErinInTheMorn/statuses/1641491405867499521,"Happening now. Florida's House is debating a massive expansion to Don't Say Gay, HB1069. Trans teachers wouldn't be able to provide/update pronouns. It will add a ""right to misgender"" trans students. It will ban books. It expands DSG to 8th grade. I cover it live here. 🧵   /Hg2vphLUUW",@ErinInTheMorn,United States,English,150056.0,6186,1388.02,Negative,"Trans teachers,books,massive expansion,update pronouns",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1641491405867499521""","""1115826452715511809""",Twitter Web App,Erin Reed,http://www.twitter.com/ErinInTheMorn,"Independent journalist, activist, content creator, mom, D&D DM. Tips:   /mkAPnaCA67 // Booking & content:   /sSHejHvRJT // Venmo erin888",150056.0,1708.0,30-Mar-23,1:23 PM,Maryland,Maryland City,259046.0,4797,76,1253.0,1313,4797,76,False,
595,05-Apr-2023 08:27AM,http://twitter.com/tedlieu/statuses/1643591291626725380," @NoLieWithBTC: In 2020, Democrats won the culture war with the election of @JoeBiden. In Wisconsin, Dems showed we are continuing to win the culture war. The overwhelming majority of Americans reject the GOP’s extremism and recoil against government-mandated pregnancies and book bans. ; This was Gen Z earlier today in Wisconsin. They just flipped the state Supreme Court from conservative to liberal in a massive victory for abortion rights. (h/t @Lnsciales)   /bY4I9qejks",@tedlieu,United States,English,1656315.0,6407,15320.91,Positive,"GOP’s extremism and recoil,abortion rights,culture war,election,government,massive victory,overwhelming majority,pregnancies and book bans",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1643591291626725380""","""21059255""",Twitter for iPhone,Ted Lieu,http://www.twitter.com/tedlieu,"Husband of Betty, the love of my life. Father of two great kids. USAF veteran. Member of Congress. In that order. Also, empathy is good.",1656315.0,11211.0,5-Apr-23,8:27 AM,California,,179711.0,5243,336,828.0,828,5243,336,True, //twitter.com/NoLieWithBTC/statuses/1643434352653619201
701,30-Nov-2022 12:56AM,http://twitter.com/AmoneyResists/statuses/1597832021027753984,Republicans’ idea of “freedom”: —Daily mass shootings in every type of public space —Banning books containing the truth about systemic racism in our history —Forcing 10-year-old rape victims to give birth —Banning same-sex and interracial marriages —Outlawing contraception,@AmoneyResists,United States,English,190166.0,4370,1759.04,Negative,"Daily mass shootings,birth,books,freedom,history,interracial marriages,old rape victims,same-sex,systemic racism,truth,type of public space",(book OR books) NEAR (ban OR banned OR banning OR ban,"Banning,books",10.0,"""1597832021027753984""","""739844197935644672""",Twitter for iPhone,Andrew Wortman,http://www.twitter.com/AmoneyResists,Democratic Activist. Gay AF. Dems are pro-U.S. The GOP despises America and democracy. Help @ReverendWarnock win in GA! #BlackLivesMatter #ExpandTheCourt,190166.0,98022.0,30-Nov-22,12:56 AM,Rhode Island,Warwick,,2934,45,,1391,2934,45,False,
745,01-Feb-2023 01:01PM,http://twitter.com/QasimRashid/statuses/1620844734611865600,"Children killed annually by mass education of Black history: 0 Children killed annually by mass book reading: 0 Children killed annually by mass shootings & firearms: 4400 GOP: The only way to protect our kids is ban history, ban books, & arm more kids with guns.",@QasimRashid,United States,English,350740.0,4343,3244.34,Negative,"Black history,ban books,kids,kids with guns,mass education,mass shootings & firearms",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1620844734611865600""","""85583894""",Twitter for iPhone,"Qasim Rashid, Esq.",http://www.twitter.com/QasimRashid,Human Rights Lawyer • Author • Dad Jokes • Host of The Qasim Rashid Show on Sirius XM Channel 126 Sundays @ 10am EST,350740.0,341.0,1-Feb-23,1:01 PM,Illinois,Chicago,86547.0,3316,56,971.0,971,3316,56,True,
844,29-Mar-2023 06:58PM, //twitter.com/normative/statuses/1641213298375794688," @ThePlumLineGS: I know a book in which two girls seduce their drunk father, a guy masturbates next to his sister in law, and a massacre ends with only the virgin girls spared to be raped by the victorious men. ; Unreal: A new bill in Florida would require immediate removal of K-12 materials facing objections on sexual grounds *before any evaluative process vets the complaints.* This is the next step. It will lead to many more book bans on the weakest of pretexts:   /mfsk6MFWyl",@normative,Unknown,English,57555.0,4176,532.38,Negative,"book,drunk father,massacre,sister,victorious men",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",9.0,"""1641213298375794688""","""8548612""",Twitter for iPhone,@normative@mastodon.social, //twitter.com/normative,"He sits motionless, like a spider in the center of its web, but that web has a thousand radiations, and he knows well every quiver of each of them.",57555.0,2447.0,29-Mar-23,6:58 PM,,,390530.0,3644,50,459.0,482,3644,50,False, //twitter.com/ThePlumLineGS/statuses/1641043830072901632
909,03-Apr-2023 06:35PM,http://twitter.com/jamie_raskin/statuses/1643019504786497536," @nytimes: Amazing to see politicians who oppose universal background checks and defend assault weapons after years of school massacres insist they are going to keep America’s children safe by banning books. ; Efforts to ban books nearly doubled in 2022 over the previous year, according to a report published Thursday by the American Library Association.   /T2is6BzDfu",@jamie_raskin,Unknown,English,154983.0,3579,1433.59,Negative,"Efforts to ban,assault weapons,books,massacres,politicians,universal background checks",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books,ban",10.0,"""1643019504786497536""","""549579841""",Twitter Web App,Jamie Raskin,http://www.twitter.com/jamie_raskin,Congressman representing #MD08. Training young progressive organizers with #DemocracySummerMD. My official House of Representatives account is @RepRaskin.,154983.0,2658.0,3-Apr-23,6:35 PM,,,131696.0,2731,122,709.0,726,2731,122,True, //twitter.com/nytimes/statuses/1639129945367793668
980,29-Apr-2023 12:44PM,http://twitter.com/MuellerSheWrote/statuses/1652353233807876096,@RepThomasMassie Which side is banning books again?,@MuellerSheWrote,United States,English,640519.0,3792,5924.8,Neutral,books,(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1652353233807876096""","""926164634570067968""",Twitter for iPhone,"Mueller, She Wrote",http://www.twitter.com/MuellerSheWrote, //post.news/@/MuellerSheWrote Tweets by @allisongill. http://muellershewrote.com She/her. BLM ▶️ @dailybeanspod,640519.0,9447.0,29-Apr-23,12:44 PM,California,San Diego,51421.0,3670,41,81.0,81,3670,41,False,http://twitter.com/RepThomasMassie/statuses/1652085384203862018
1007,24-Mar-2023 12:26PM,http://twitter.com/JayeJaybird54/statuses/1639302797035290633,"What’s wrong with us? I love 🙄 how our country worries more about abortion than a school massacre, banning books over funding education, worries about someone “catching gayness” instead of feeding the hungry! #DemVoice #ProudBlue #Fresh   /QuZDeodCfb",@JayeJaybird54,United States,English,36428.0,2644,336.96,Negative,"abortion,books over funding,country worries,education,school massacre",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",9.0,"""1639302797035290633""","""908182447""",Twitter for iPhone,Jaye T.,http://www.twitter.com/JayeJaybird54,"NO DMs! Liberal Democrat,Retired educator, happily👰🏼‍♀️,JJ to my grands, followed by Glen Kirschner and Nancy Sinatra, #DemVoice1 #ProudBlue #FreshResists",36428.0,30484.0,24-Mar-23,12:26 PM,North Carolina,,27840.0,1553,106,985.0,985,1553,106,False,
1038,03-Feb-2023 09:25PM,http://twitter.com/BlackKnight10k/statuses/1621696454333956097,"Republicans are really obsessed with this balloon. Mass shootings everywhere, Nazis banning books, white supremacists banning black history, Supreme Court is being bought, former President about to be indicted, and they're stuck on this god damned ballon. Totally unserious party.",@BlackKnight10k,United States,English,165737.0,3063,1533.07,Negative,"Mass shootings,Totally unserious party,balloon,black history,books,damned ballon,white supremacists",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1621696454333956097""","""1340093943879512065""",Twitter for Android,I Smoked White History Month,http://www.twitter.com/BlackKnight10k,Host of @PardonPod with @cooltxchick and @caroledwine. Spoutible:  //spoutible.com/DKnight,165737.0,40988.0,3-Feb-23,9:25 PM,North Carolina,Icard,,2383,119,,561,2383,119,False,
1121,30-Aug-2023 12:17PM, //twitter.com/ErinInTheMorn/statuses/1696920115558727880,"A new poll shows massive backlash to Republican anti-LGBTQ+ school policies. Huge majorities oppose book bans, sex inspections for sports, and sanctioning teachers for supporting trans kids or teaching LGBTQ+ topics. Subscribe to support my work.   /G7tESIaQHB",@erininthemorn,United States,English,199014.0,3380,1840.88,Negative,"book,huge majorities,massive backlash to republican anti-lgbtq,new poll,school policies,sex inspections,sports,teachers,topics,trans kids,work",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1696920115558727880""","""1115826452715511809""",,Erin Reed, //twitter.com/ErinInTheMorn,"Independent journalist, activist, content creator, mom, D&D DM. Tips:   /mkAPnaC2gz // Booking & content:   /nE9OKqX4eX // Venmo erin888",199014.0,1746.0,30-Aug-23,12:17 PM,Maryland,Maryland City,102485.0,2720,58,602.0,602,2720,58,False,
1175,18-Jan-2023 07:02PM,http://twitter.com/ChudsOfTikTok/statuses/1615862136357396485,"If you don't understand what happens when there is a massive media apparatus pushing a narrative that Board of Education members are groomers for not banning books or outting LGBT students too their parents, then you need to listen to this. That is stochastic terrorism. Milan MI   /D4Kl6GHp06",@ChudsOfTikTok,Unknown,English,59663.0,2528,551.88,Negative,"Education members,books or outting LGBT students,groomers,massive media apparatus,parents,stochastic terrorism",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",9.0,"""1615862136357396485""","""1516633566930771979""",Twitter Web App,ChudsOfTikTok,http://www.twitter.com/ChudsOfTikTok,"""Independent Journalist"" Discussing Conspiracy, Politics, History, Extremism, Corruption & More http://post.news/chudsoftiktok DM me with media suggestions",59663.0,251.0,18-Jan-23,7:02 PM,,,,1804,70,,654,1804,70,False,
1240,13-Jun-2023 02:03PM,http://twitter.com/TonyHussein4/statuses/1668680492734873600,"Here is Florida Governor Ron DeSantis posing with Moms for Liberty, an ""anti-government extremist"" organization that was listed as a hate group by the Southern Poverty Law Center (SPLC). This explains Governor DeSantis' book bans and hostility towards the LGBTQ+ community.   /2uMKAqTMn8",@TonyHussein4,Unknown,English,59680.0,2107,552.04,Negative,"anti-government extremist,book,community,group,organization",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",9.0,"""1668680492734873600""","""1270133776748855304""",Twitter Web App,Tony - Resistance,http://www.twitter.com/TonyHussein4,"#Resistance - Info about Democratic Pro-Choice Candidates, The Supreme Court, Women's Rights, Voting Rights, LGBTQ+ Rights, Justice, Nature and Climate Change.",59680.0,16935.0,13-Jun-23,2:03 PM,,,32709.0,1044,214,849.0,849,1044,214,False,
1293,02-Jul-2023 11:01AM,http://twitter.com/namwella1961/statuses/1675520116065280000,GOP willing to ban: Affirmative Action Free School Lunch Black History Health Care Gay Marriage Transgenders Immigrants Abortions Teachers Vaccines Elections Muslims Books GOP not willing to ban: Easy Access To Guns #ProudBlue #MassShooting #ItsTheGunsAndRepublicans   /F4aQibD4kK,@namwella1961,Unknown,English,35842.0,2858,331.54,Negative,"Affirmative Action Free School Lunch Black History Health Care Gay,Easy Access To Guns",(book OR books) NEAR (ban OR banned OR banning OR ban,"Books,ban",8.0,"""1675520116065280000""","""1549456279361527809""",Twitter Web App,LA Blue Dot in GA 🌊💔,http://www.twitter.com/namwella1961,Democrat who despises Trump & GOP! #TrumpForPrison #GOPTraitors #ProChoice #ClimateAction #LGBTQAlly #BLM #GunReform,35842.0,34323.0,2-Jul-23,11:01 AM,,,219706.0,1709,288,814.0,861,1709,288,False,
1309,17-May-2023 01:56PM, //twitter.com/OccupyDemocrats/statuses/1658894275181187073,"BREAKING: Renowned publisher Penguin Random House and PEN America, a nonprofit that protects free expression, file a massive lawsuit against a Florida school district for banning over 100 books from public school libraries. Authors and parents of students affected by the…   /F6pPRtIJs4",@occupydemocrats,United States,English,550034.0,2211,5087.81,Negative,"Authors and parents,BREAKING,Renowned publisher Penguin Random House,books,free expression,massive lawsuit,public school libraries,students",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1658894275181187073""","""878284831""",Twitter Web App,Occupy Democrats, //twitter.com/OccupyDemocrats,Democratic political organization & news website. NY Times determined we dominated Trump on Facebook before his ban. Follow us on Tribel:  //bit.ly/3gjUkli,550034.0,23557.0,17-May-23,1:56 PM,,,51399.0,1593,52,566.0,566,1593,52,True,
