index,Date,URL,Hit Sentence,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
355,20-Feb-2023 09:09AM,http://twitter.com/ChristinaPushaw/statuses/1627671760421134336," @NYCMayor: Nice rhetoric — but here’s reality: More Americans fled NYC than any other metro area last year. More Americans moved to Florida than any other state. You know this, Mayor Adams, and you’ve talked (accurately) about crime pushing people out of NYC. Florida’s crime rate… ; Welcome to NYC, @GovRonDeSantis, a place where we don’t ban books, discriminate against our LGBTQ+ neighbors, use asylum seekers as props, or let the government stand between a woman and health care. We’re happy to teach you something about values while you’re here.",@ChristinaPushaw,United States,English,274230.0,11956,2536.63,Positive,"Nice rhetoric,asylum seekers,books,crime,neighbors,reality,woman and health care",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1627671760421134336""","""31667539""",Twitter for iPhone,Christina Pushaw 🐊 🇺🇸,http://www.twitter.com/ChristinaPushaw,#KeepFloridaFree • @RonDeSantisFL @DeSantisWarRoom @teamrondesantis • personal account • Yuri Bezmenov was right...,274230.0,9820.0,20-Feb-23,9:09 AM,Florida,Florida Ridge,1050568.0,10068,487,1401.0,1401,10068,487,True, //twitter.com/NYCMayor/statuses/1627664161701339136
436,14-Jul-2023 01:30AM,http://twitter.com/libsoftiktok/statuses/1679725036087939072," @AFTunion: Randi Weingarten, president of one of the largest teacher’s unions in the US, joined a “banned bookmobile tour” where they encouraged kids to read “banned books.” One book is “Gender Queer” which discusses chest binders, masturbation, sex toys, gay sex, and blowjobs. These are…   /3qvBpRX6xs ; .@rweingarten: My mom was a second grade teacher. We had dozens of books at home that she would give to her students. I would do the same with my social studies students in Brooklyn. We did this in McDowell County, WV. #BannedBookmobile #ReadingOpensTheWorld @moveon   /7OQXU0YPkH",@libsoftiktok,Unknown,English,2359086.0,10646,21821.55,Negative,"blowjobs,book,bookmobile tour,dozens of books at home,gay sex,kids to read,largest teacher,masturbation,president,second grade teacher,sex toys,social studies students,unions",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books,book",10.0,"""1679725036087939072""","""1326229737551912960""",Twitter for iPhone,Libs of TikTok,http://www.twitter.com/libsoftiktok,All videos belong to their respective owners. 📧 submissions@libsoftiktok.com. DM submissions. Bookings: bookings@libsoftiktok.com,2359086.0,748.0,14-Jul-23,1:30 AM,,,879327.0,7222,604,2354.0,2557,7485,604,True, //twitter.com/AFTunion/statuses/1679547891357040640
546,07-Dec-2022 01:28AM,http://twitter.com/JoyAnnReid/statuses/1600376560757796864," @ElieNYC: Want to know why Republicans obsess over fighting “wokeness” (AKA empathy), banning books, dumbing down and limiting the scope of education and halting attempts at freeing people from the yoke of college debt? Because they are losing control of college educated white voters. ; When we see the splits between non college educated whites and college educated whites, remember that college is where many are exposed to Black people as social and intellectual peers for the first time. And remember that GOP is desperate to get rid of affirmative action.",@JoyAnnReid,United States,English,2063026.0,6613,19082.99,Negative,"AKA empathy,affirmative action,books,college,educated whites,halting attempts,intellectual peers,scope of education,social,splits,wokeness,yoke of college debt",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1600376560757796864""","""49698134""",Twitter for iPhone,Joy-Ann (Pro-Democracy) Reid 😷,http://www.twitter.com/JoyAnnReid,"""You must be bold, brave, and courageous and find a way... to get in good trouble."" -John Lewis #TheReidOut ❤️ #reiders. Likes are sometimes just bookmarks.",2063026.0,7505.0,7-Dec-22,1:28 AM,,,0.0,5165,132,1162.0,1214,5267,132,True, //twitter.com/ElieNYC/statuses/1600298861590810624
618,09-Apr-2023 07:29AM,http://twitter.com/AnonOpsSE/statuses/1645026231178387459,"Brooklyn Public Library continues to offer “free library cards to teens and young adults across the United States impacted by book bans” This enables “them to access the library’s collection of more than 500,000 ebooks, e-audiobooks, digital magazines, and more.”   /bE7yiwb1zq",@AnonOpsSE,Unknown,English,496600.0,5259,4593.55,Positive,"book,collection,digital magazines,e-audiobooks,free library cards to teens,library,young adults",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1645026231178387459""","""1009546724""",TweetDeck,Anonymous Operations,http://www.twitter.com/AnonOpsSE,AoS 2.0 - Tweeting news concerning #Anonymous and everything of importance.,496600.0,167.0,9-Apr-23,7:29 AM,,,123688.0,3757,50,1452.0,1452,3757,50,False,
676,13-Dec-2022 10:52AM,http://twitter.com/GavinNewsom/statuses/1602693021132283906, @JuddLegum: Thousands of books banned before reading them or knowing their content. This is exactly what the @GOP want -- Ultimate censorship and true cancel culture. ; 1. This man moved from New York to Florida a few months ago Now he wants to ban 3600 BOOKS from the school libraries And he's already made significant progress Follow along if interested 🧵   /JTqXeshNof,@GavinNewsom,United States,English,2056102.0,5025,19018.94,Neutral,"BOOKS,Thousands of books,Ultimate censorship,content,school libraries,significant progress,true cancel culture",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned,ban,BOOKS",10.0,"""1602693021132283906""","""11347122""",Twitter for iPhone,Gavin Newsom,http://www.twitter.com/GavinNewsom,Husband to @JenSiebelNewsom and father. 40th Governor of California. Former Lt. Governor of California. Former San Francisco Mayor. Personal account.,2056102.0,22108.0,13-Dec-22,10:52 AM,California,,0.0,2975,1159,891.0,891,2975,1159,True, //twitter.com/JuddLegum/statuses/1602301320609898496
836,29-Sep-2023 12:15PM, //twitter.com/Malinowski/statuses/1707791305219162540," @nycsouthpaw: 11 parents deciding what the children of tens of millions of other parents are allowed to read is not a definition of “parental rights” that most Americans would accept.   /9znfFlXhmu ; Just 11 adults are responsible for 60% of requests of ban books from school libraries nationwide, according to a Washington Post analysis of the 2021-2022 school year.   /DVi5zJN35S",@malinowski,United States,English,52778.0,4685,488.2,Neutral,"books from school,children of tens,libraries,millions,parental rights,requests of ban",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",9.0,"""1707791305219162540""","""811239440916054016""",,Tom Malinowski, //twitter.com/Malinowski,"Diplomat, father, former Congressman proudly representing New Jersey's 7th district.",52778.0,844.0,29-Sep-23,12:15 PM,New Jersey,,141055.0,3421,73,1191.0,1191,3421,73,True, //twitter.com/nycsouthpaw/statuses/1707394987539722646
857,06-May-2023 04:50AM,http://twitter.com/MaudMaron/statuses/1654770686945112064," @CynthiaNixon: Rich NYC actress who lives in Brooklyn but used her Hollywood connections to access coveted Upper West Side public school her kid was not zoned for (taking a spot from local kid) is Pro-Equity for others people’s kids but Pro-Privilege for hers. Has comments off. Quelle Surprise. ; Attn NYC Parents: Think book bans and heated arguments about “gender identity” and “Critical Race Theory” are topics for school boards in VA and TX, but not here in NYC? Think again and read this thread to take action by Monday.   /abniWFXl62",@MaudMaron,United States,English,24684.0,3905,228.33,Positive,"Critical Race Theory,Pro-Equity for others,Rich NYC actress,book,coveted Upper West Side public school,gender identity,heated arguments,local kid,topics for school",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",9.0,"""1654770686945112064""","""109608297""",Twitter for iPhone,Maud Maron,http://www.twitter.com/MaudMaron,"Champion of open schools, unmasked kids & equality of opportunity. Woman & Mother. #IStandWithJKRowling 🦖🇺🇸📚",24684.0,2562.0,6-May-23,4:50 AM,New York,New York City,310187.0,3161,74,636.0,636,3195,74,False, //twitter.com/CynthiaNixon/statuses/1654578100221497345
951,30-Apr-2023 10:20AM, //twitter.com/AshWrites/statuses/1652679377505624066,"With all the book challenges and bans happening around the country, just wanted to send a reminder that teens ANYWHERE in the US can apply for a digital Brooklyn library card, which will give them access to the full digital Brooklyn library catalog 🙏🏾   /wh2eYo1oR6",@ashwrites,United States,English,14348.0,2844,132.72,Negative,"access,book challenges,country,reminder,teens",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",8.0,"""1652679377505624066""","""545134322""",Twitter Web App,Ashley Woodfolk, //twitter.com/AshWrites,"A writer, not a fighter. Author of THE BEAUTY THAT REMAINS, WHEN YOU WERE EVERYTHING, FLYY GIRLS, BLACKOUT, NOTHING BURNS AS BRIGHT AS YOU & WHITEOUT!",14348.0,831.0,30-Apr-23,10:20 AM,New York,New York City,111797.0,1650,20,1174.0,1174,1650,20,False,
999,28-Sep-2023 11:40AM,http://twitter.com/ArmandDoma/statuses/1707419978142711990," @nycsouthpaw: The average wind farm in the US is held up in court by 23 people. San Francisco allows a single person who puts down a few bucks to drag the approval of a bike lane through endless appeals. And don’t even get me started on housing! We are a nation addicted to the heckler’s veto ; Just 11 adults are responsible for 60% of requests of ban books from school libraries nationwide, according to a Washington Post analysis of the 2021-2022 school year.   /DVi5zJN35S",@ArmandDoma,United States,English,29165.0,3786,269.78,Negative,"approval,average wind farm,bike lane,books from school,court,down a few bucks,endless appeals,housing,libraries,nation,requests of ban,single person,veto",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",9.0,"""1707419978142711990""","""25913049""",Twitter for iPhone,Armand Domalewski,http://www.twitter.com/ArmandDoma,"data, development, and dogs",29165.0,9931.0,28-Sep-23,11:40 AM,California,San Francisco,135901.0,3115,21,650.0,650,3115,21,True, //twitter.com/nycsouthpaw/statuses/1707394987539722646
1033,27-Jan-2023 09:34AM,http://twitter.com/JamesTate121/statuses/1618980775868915713,"Dear Floridians The Brooklyn public library has all the banned books online and any student anywhere in the United States, is welcome to join to read them. From a NYer, Good Luck.",@JamesTate121,United States,English,32701.0,2799,302.48,Positive,"banned books online,student",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",8.0,"""1618980775868915713""","""1356786368656138241""",Twitter Web App,James Tate,http://www.twitter.com/JamesTate121,"🇺🇸 Father of 3 wonderful kids. 24/7 caretaker of a boy with Down Syndrome. T21 My opinions are my own, yes I am wrong at times but aren't we all?",32701.0,35969.0,27-Jan-23,9:34 AM,Ohio,Hudson,50307.0,1863,63,829.0,873,1863,63,False,
1317,02-Apr-2023 11:36AM,http://twitter.com/stuartpstevens/statuses/1642551666305114112," @CBSNewYork: .@GovRonDeSantis tried to get MAGA to love him by threatening to assault Fauci, banning Black history AP, targeting LGBT teenagers, banning books, declaring Russian invasion “a territorial dispute.” But all he did was make himself a weak Trump supplicant MAGA will never respect. ; Trump supporters rally at DeSantis event on Long Island   /CvsNLVFHGU",@stuartpstevens,Unknown,English,241944.0,2380,2237.98,Negative,"Black history AP,DeSantis event,LGBT teenagers,MAGA to love,Russian invasion,Trump supporters rally,books,territorial dispute,weak Trump supplicant MAGA",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1642551666305114112""","""1543986138""",Twitter for Mac,stuart stevens,http://www.twitter.com/stuartpstevens,"Fighting the MAGA Media @ResoluteSquare. Did 5 R. POTUS campaigns. Wrote 8 books. Latest: ""It Was All A Lie."" Trumpism threatens democracy. @ProjectLincoln",241944.0,10695.0,2-Apr-23,11:36 AM,,,313658.0,1888,65,427.0,427,1888,65,False, //twitter.com/CBSNewYork/statuses/1642456348624396288
1370,20-Feb-2023 09:26AM,http://twitter.com/charliekirk11/statuses/1627676159399063552," @NYCMayor: Welcome to NYC, a place where every year tens of thousands of residents move to Florida. ; Welcome to NYC, @GovRonDeSantis, a place where we don’t ban books, discriminate against our LGBTQ+ neighbors, use asylum seekers as props, or let the government stand between a woman and health care. We’re happy to teach you something about values while you’re here.",@charliekirk11,United States,English,1986366.0,2455,18373.89,Positive,"asylum seekers,books,neighbors,thousands of residents,values,woman and health care",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1627676159399063552""","""292929271""",Twitter for iPhone,Charlie Kirk,http://www.twitter.com/charliekirk11,Founder & President: @TPUSA • Host: The Charlie Kirk Show • Click the link below to subscribe 🇺🇸,1986366.0,192663.0,20-Feb-23,9:26 AM,Arizona,Phoenix,162938.0,2090,126,230.0,239,2090,126,True, //twitter.com/NYCMayor/statuses/1627664161701339136
1423,09-Feb-2023 12:33PM,http://twitter.com/BreeNewsome/statuses/1623736951877533698, @TheLincoln: Whiteness isn’t politically neutral & neither are white-centered perspectives of history ; The former books editor of the NYT writing an op-ed praising book banning explains a thing or two about the state of book coverage...   /7MC44zhWjz,@BreeNewsome,United States,English,476456.0,2096,4407.22,Negative,"book,former books editor,perspectives of history",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1623736951877533698""","""110326494""",Twitter Web App,Bree Newsome Bass,http://www.twitter.com/BreeNewsome,"artist - grassroots organizer - free black woman - proud wife & mama - removed sc’s confederate flag in the name of Jesus on june 27, 2015 - Psalm 27 🙏🏾",476456.0,2464.0,9-Feb-23,12:33 PM,North Carolina,,154117.0,1579,44,473.0,473,1579,44,True, //twitter.com/TheLincoln/statuses/1623673568495116289
1462,29-Jul-2023 07:42PM,http://twitter.com/TheTNHoller/statuses/1685435733090390016,"🗣️🔥📚 WATCH: “Book bans have never been the answer — if you truly care about protecting children, how could you take this away?” This powerful speech from a SUMNER COUNTY high schooler helped convince the board to keep @StephenChbosky’s “Perks Of Being A Wallflower” (6-4)   /L7ccadq7nD",@TheTNHoller,United States,English,187662.0,2500,1735.87,Positive,"SUMNER COUNTY high schooler,answer,board,children,powerful speech",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,bans",10.0,"""1685435733090390016""","""1088862056705593344""",Twitter for iPhone,The Tennessee Holler,http://www.twitter.com/TheTNHoller,ALWAYS YELL THE TRUTH. Lifting up voices and shining a light on injustices in Tennessee. (DM with story tips!) CASH APP $TNHoller or CHIP IN at the link👇🏽,187662.0,126917.0,29-Jul-23,7:42 PM,Tennessee,Tennessee Ridge,141327.0,1775,43,637.0,637,1820,43,True,
1484,11-Mar-2023 04:10AM,http://twitter.com/jodipicoult/statuses/1634481818274545664," @PENamerica: If you are as upset as I am about the decision to ban books (including TWENTY of mine) in Martin County School District in FL please sign the letter below. ; Florida Gov. Ron DeSantis said news stories about book bans in his state are a ""hoax."" Here are the facts. Join PEN America in telling Martin County to put books back on shelves. ➡️   /op6BQUkrz0 #FreeTheBooks   /SYYzOhst15",@jodipicoult,Unknown,English,188347.0,1919,1742.21,Negative,"books,decision,letter,mine,news stories",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books,book,bans",10.0,"""1634481818274545664""","""33705556""",Twitter for iPhone,Jodi Picoult,http://www.twitter.com/jodipicoult,author/mom/Wonder Woman/Queen of the North She/her/hers,188347.0,707.0,11-Mar-23,4:10 AM,,,169156.0,1311,65,543.0,543,1311,65,True, //twitter.com/PENamerica/statuses/1634330514772447232
1488,09-Feb-2023 08:21AM,http://twitter.com/TheLincoln/statuses/1623673568495116289,The former books editor of the NYT writing an op-ed praising book banning explains a thing or two about the state of book coverage...   /7MC44zhWjz,@TheLincoln,United States,English,27690.0,2030,256.13,Positive,"book,former books editor",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",9.0,"""1623673568495116289""","""17781739""",Twitter for Android,Lincoln Michel,http://www.twitter.com/TheLincoln,Unreal recognize unreal. SF noir novel! 🤖🕵️‍♂️🧬 http://tinyurl.com/5f6nxu24 Newsletter: http://countercraft.substack.com,27690.0,2102.0,9-Feb-23,8:21 AM,New York,New York City,331084.0,1558,32,440.0,440,1558,32,True,
1497,29-Sep-2023 07:49AM, //twitter.com/AoDespair/statuses/1707724251476754580," @nycsouthpaw: Tyranny of the moronity. This is an astonishing statistic.   /CfqYd69bil ; Just 11 adults are responsible for 60% of requests of ban books from school libraries nationwide, according to a Washington Post analysis of the 2021-2022 school year.   /DVi5zJN35S",@aodespair,United States,English,323995.0,2446,2996.95,Negative,"astonishing statistic,books from school,libraries,moronity,requests of ban",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1707724251476754580""","""738538436""",,David Simon, //twitter.com/AoDespair,"Author, journalist, and TV writer/producer. Angriest Man in Television is faint praise indeed.",323995.0,622.0,29-Sep-23,7:49 AM,Maryland,Baltimore,88969.0,1941,26,479.0,479,1941,26,False, //twitter.com/nycsouthpaw/statuses/1707394987539722646
1530,12-Apr-2023 03:25PM,http://twitter.com/Stonekettle/statuses/1646233110860660761,Republicans OPENLY said the move was in retaliation for a lawsuit filed by the ACLU. That lawsuit seeks to have declared as unconstitutional recent legislation by Missouri Republicans banning over 300 books from school libraries. 3/,@Stonekettle,United States,English,217165.0,2127,2008.78,Negative,"books,lawsuit filed,move,retaliation,school libraries,unconstitutional recent legislation",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1646233110860660761""","""41223126""",Twitter Web App,Stonekettle,http://www.twitter.com/Stonekettle,Coffee FIRST. Plug in the cat. Read the daily hatemail. Despair for the future of humanity. Buy Whiskey,217165.0,2093.0,12-Apr-23,3:25 PM,Texas,Venus,34224.0,1857,3,262.0,267,1857,3,False,http://twitter.com/Stonekettle/statuses/1646233109518598146
1618,03-Oct-2023 05:24PM,http://twitter.com/KnittingmommaHD/statuses/1709318429008613643," @NYCMayor: Isn’t this you @NYCMayor posing with one of our local Moms 4 Liberty chapter organizers. The moms behind all the book bans across our country.   /m4Zn5m3NKw ; I've got a message to anyone coming after our libraries: if you ban it, we'll still read. Books can and will change a child's life for the better. This #BannedBooksWeek and every week we stand proudly against anyone trying to force censorship or whitewash history.   /ko7nJBethL",@KnittingmommaHD,United States,English,276.0,2242,2.55,Negative,"book bans,censorship or whitewash history,child,country,liberty chapter organizers,libraries,life,local moms,message",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",4.0,"""1709318429008613643""","""733869350""",Twitter for iPhone,Heather Dailey Protect NYC Special Education,http://www.twitter.com/KnittingmommaHD,"Mom to an autistic, LMSW specializing in resource connection and community. Member of CCSE and co-founder of Protect NYC Special Education. Views are my own.",276.0,284.0,3-Oct-23,5:24 PM,New York,New York City,148534.0,1719,57,466.0,466,1719,57,False, //twitter.com/NYCMayor/statuses/1709288144468656549
