index,Date,URL,Hit Sentence,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
126,12-Jun-2023 05:06PM,http://twitter.com/LibraryJournal/statuses/1668364118598856704,UPDATED POST: Gov. Pritzker Signs Bill Making #Illinois First State in the Nation to Outlaw Book Bans   /KyuVE72kEo #libraries #books #bookbans   /vdCW5HSpgT,@LibraryJournal,United States,English,247496.0,25234,2289.34,Neutral,,(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,Bans",10.0,"""1668364118598856704""","""15169290""",Hootsuite Inc.,Library Journal,http://www.twitter.com/LibraryJournal,"Library views, news, and book reviews from LJ staffers",247496.0,415.0,12-Jun-23,5:06 PM,New York,New York City,787524.0,21030,474,3730.0,3730,21030,474,False,
137,03-May-2023 06:18PM,http://twitter.com/ReallyAmerican1/statuses/1653886837654450187,BREAKING: Illinois is *officially* poised to become the first state to punish public institutions that ban books. Illinois Secretary of State Alexi @Giannoulias’ first-in-the-nation legislation is officially heading to Governor Pritzker’s desk after passing the Senate. “Under…   /l2FXir0OMv,@ReallyAmerican1,Unknown,English,626508.0,23879,5795.2,Negative,"BREAKING,ban books,desk,nation legislation,public institutions",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1653886837654450187""","""767788995962998784""",Twitter for iPhone,Really American 🇺🇸,http://www.twitter.com/ReallyAmerican1,Grassroots political organization and media producing the most impactful political content on a daily basis. Join us.,626508.0,2554.0,3-May-23,6:18 PM,,,577724.0,19810,408,3661.0,3661,19810,408,True,
143,12-Sep-2023 12:27PM, //twitter.com/EndWokeness/statuses/1701633651891417364,"Holy sh*t The Secretary of State in Illinois came to speak out against “book bans” at school Senator John Kennedy then reads directly from the books he is defending for kids His reaction: ""Those words are disturbing coming from your mouth.""   /SEbha1qrGj",@endwokeness,Unknown,English,1650897.0,27228,15270.8,Negative,"book,kids,mouth,reaction,words",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1701633651891417364""","""1552795969959636992""",,End Wokeness, //twitter.com/EndWokeness,"Fighting, exposing, and mocking wokeness. DM for submissions",1650897.0,929.0,12-Sep-23,12:27 PM,,,3162790.0,19253,988,4786.0,5322,20918,988,True,
184,12-Jun-2023 08:45PM,http://twitter.com/KellDA/statuses/1668419363127578624,Illinois first state to outlaw banning books   /EZM2l9qCa2,@KellDA,United States,English,52397.0,20831,484.67,Neutral,books,(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",9.0,"""1668419363127578624""","""36196568""",Twitter for iPhone,Kelly D 🟦🟧,http://www.twitter.com/KellDA,Recently learned Greek alphabet. Most likely going to hell. Alarmist. Peasant. Fuck the NRA. Fuck all these Nazis. 🟧=tougher gun laws NOW,52397.0,23556.0,12-Jun-23,8:45 PM,Kansas,Kansas City,274387.0,18739,161,1920.0,1920,18750,161,False,
259,12-Jun-2023 04:56PM, //twitter.com/GovPritzker/statuses/1668361691489267712,"Today, Illinois makes history as the first state in our nation to officially end book bans once and for all. We’re showing everyone what it looks like to stand up for liberty. As simple as that.   /AjWaT1gdQv",@govpritzker,Unknown,English,250677.0,15630,2318.76,Positive,"end book,history,liberty,nation",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1668361691489267712""","""1084817523378454529""",Twitter for iPhone,Governor JB Pritzker, //twitter.com/GovPritzker,Husband and father. Proudly serving as Illinois’ 43rd governor.,250677.0,173.0,12-Jun-23,4:56 PM,,,641687.0,11993,1762,1875.0,1875,11993,1762,True,
290,14-Jun-2023 08:00AM,http://twitter.com/kylegriffin1/statuses/1668951427065028610,"Illinois just became the first state in the U.S. to outlaw book bans, after Gov. Pritzker signed legislation that would cut off state funding for any Illinois library that tries to ban books. Pritzker: ""Regimes ban books, not democracies.""",@kylegriffin1,United States,English,1394212.0,14112,12896.46,Negative,"book,democracies,legislation",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans,ban,books",10.0,"""1668951427065028610""","""32871086""",TweetDeck Web App,Kyle Griffin,http://www.twitter.com/kylegriffin1,Executive Producer. MSNBC's @AymanMSNBC and @MehdiHasanShow. Opinions mine. Do not congratulate.  //post.news/kylegriffin1,1394212.0,780.0,14-Jun-23,8:00 AM,California,Los Angeles,478893.0,11922,210,1980.0,1980,11922,210,True,
300,14-Jun-2023 11:12AM, //twitter.com/GovPritzker/statuses/1668999972031692802,"Here in Illinois, we are banning hate, not books.   /AC2L6mqSoA",@govpritzker,Unknown,English,252980.0,14168,2340.07,Negative,books,(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1668999972031692802""","""1084817523378454529""",Twitter Web App,Governor JB Pritzker, //twitter.com/GovPritzker,Husband and father. Proudly serving as Illinois’ 43rd governor.,252980.0,173.0,14-Jun-23,11:12 AM,,,373163.0,10964,1702,1502.0,1502,10964,1702,True,
322,18-Oct-2023 11:13AM, //twitter.com/ReallyAmerican1/statuses/1714660964291801089,"Trump and Republicans are rightfully losing their minds over J.B. Pritzker’s new plan to stop them and their authoritarian movement in 2024. After racking up big wins over the first statewide “ban on book bans” in America and protecting reproductive rights, Governor Pritzker is taking his fight to Republicans across America. But how? JB is honing in on the swing states. And in a major way. His new initiative “Think Big America” could be the vehicle that tips things for Democrats in 2024 Pritzker is pledging millions of dollars, using the most proven effective Democratic issues, to shift the balance of power in states like Ohio, Michigan, Pennsylvania, and Wisconsin. The billionaire Governor, who is also the head of the Democratic Governors Association, has also pledged *millions* to Democratic Governors across America, AND Joe Bidens re-election. This is EXACTLY what the Democrats need, and it couldn’t come at a more perfect time. Drop a ❤️ if you’re grateful for JB’s new initiative, and think think more people like JB need to step up and lead.",@reallyamerican1,Unknown,English,660251.0,14758,6107.32,Neutral,"balance of power,book,effective democratic issues,fight,first statewide “ban,head,joe bidens re-election,millions,millions of dollars,minds,new initiative",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,book,bans",10.0,"""1714660964291801089""","""767788995962998784""",,Really American 🇺🇸, //twitter.com/ReallyAmerican1,Grassroots political organization producing the most impactful political content every day. Join us.,660251.0,2563.0,18-Oct-23,11:13 AM,,,727475.0,11699,307,2666.0,2666,11785,307,True,
337,12-Jun-2023 03:37PM, //twitter.com/libsoftiktok/statuses/1668341726254338048,"The Governor of Illinois signed an “anti-book banning” bill today and displayed books which teach kids about gay sex, promote sex apps and kink, and contain graphic depictions of sex scenes. Why is @GovPritzker so desperate for your kids to read porn??   /w8LVSl6eIO",@libsoftiktok,Unknown,English,2277229.0,11691,21064.37,Positive,"anti-book,graphic depictions,kids,sex apps and kink,sex scenes",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1668341726254338048""","""1326229737551912960""",Twitter for iPhone,Libs of TikTok, //twitter.com/libsoftiktok,All videos belong to their respective owners. 📧 submissions@libsoftiktok.com. DM submissions. Bookings: bookings@libsoftiktok.com,2277229.0,740.0,12-Jun-23,3:37 PM,,,497123.0,8148,921,2278.0,2489,8281,921,True,
339,30-May-2023 10:48AM,http://twitter.com/peaceandteachin/statuses/1663558078166626306,"Illinois set to become first state to ban book bans by cutting off funding for any public place that bans books. DeSantis, this is what freedoms looks like. #BanGunsNotBooks #FreshResists #OneV1   /6jevjC2k8y",@peaceandteachin,Unknown,English,41804.0,11391,386.69,Negative,bans books,(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,book,bans,books",9.0,"""1663558078166626306""","""949688568674480128""",Twitter for iPhone,purple teacher #ProtectOurDemocracy🇺🇦,http://www.twitter.com/peaceandteachin,"Teacher, Paralegal, Coach, FBR, Always a Student, now on http://Post.News, #s Team Pelosi, FreshResists, OneV1",41804.0,40659.0,30-May-23,10:48 AM,,,89146.0,8680,173,2538.0,2538,8680,173,True,
420,01-May-2023 11:44AM,http://twitter.com/AbigailShrier/statuses/1653062804314914816," @ChelseaClinton: IRREVERSIBLE DAMAGE is the book with the most requests that it be banned in Canada in the last 15 years, and libraries in the US refuse to carry it even when offered as a donation. Yet, it's rarely included on ""banned books"" lists in the US media. Why is that? ; Over 50% of the attempted book bans last year involved books with LGBTQ+ characters & themes. Books are a vital way that children, adolescents and adults learn about themselves and our world. Bans such as these are nothing but harmful:   /",@AbigailShrier,United States,English,199761.0,9567,1847.79,Negative,"IRREVERSIBLE DAMAGE,book,characters & themes,children, adolescents and adults,donation,libraries,lists,vital way,world",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books,book,bans",10.0,"""1653062804314914816""","""429415553""",Twitter for iPhone,Abigail Shrier,http://www.twitter.com/AbigailShrier,"Journalist, Author.   /2gvnhz9TuQ. Contributor: @theFP Send tips: philosophicalinvestigations@protonmail.com website:   /r1XBof5MO9",199761.0,1263.0,1-May-23,11:44 AM,California,Los Angeles,782748.0,7522,196,1542.0,1625,7746,196,True, //twitter.com/ChelseaClinton/statuses/1651685293731246098
421,16-May-2023 03:05AM,http://twitter.com/Michell33650674/statuses/1658367991371689984,"Yeah, so I understand that in Illinois, where I'm moving in 6 days, there are Trumpers. However, it has banned assault weapons. It hasn't banned abortions or books. It's a Blue state, and I'm moving to a Blue city. My neighbors won't all be white Bible thumpers. I'll take it",@Michell33650674,Unknown,English,26857.0,10623,248.43,Neutral,"assault weapons,books,neighbors,white Bible thumpers",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",8.0,"""1658367991371689984""","""1520325324457787393""",Twitter Web App,Michelle,http://www.twitter.com/Michell33650674,Resister! Democrat! Fascism fighter! Women's rights are human rights! Pro Choice! Vegan! Atheist! BLM! LGBTQ ally! VOTE BLUE IN 24! I stand with Ukraine!,26857.0,16116.0,16-May-23,3:05 AM,,,180626.0,9487,641,495.0,495,9487,641,False,
519,15-Jun-2023 06:02PM,http://twitter.com/LakotaMan1/statuses/1669465547304738817,Now for some good news: Illinois just passed a law penalizing libraries that ban LGBTQ books. In a world of Floridas — be like Illinois.,@LakotaMan1,United States,English,492467.0,7749,4555.32,Negative,"ban LGBTQ books,good news,libraries",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1669465547304738817""","""738779772""",Twitter for iPhone,Lakota Man,http://www.twitter.com/LakotaMan1,"Oglala Lakota —Enrolled at Pine Ridge, S.D. — “The earth sings her revolution, she calls brave men and women to her defense.” — The only easy day was yesterday.",492467.0,14828.0,15-Jun-23,6:02 PM,California,Los Angeles,122949.0,6868,138,743.0,743,6868,138,True,
534,15-Feb-2023 07:53PM,http://twitter.com/fred_guttenberg/statuses/1626021985921687556,"While states like Texas and Florida continue the small minded moronic work of banning books, PEOPLE CONTINUE TO DIE OF GUN VIOLENCE.   /9erkBtmXdN",@fred_guttenberg,United States,English,520253.0,6434,4812.34,Negative,"books,small minded moronic work",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1626021985921687556""","""967027984426242053""",Twitter for Android,Fred Guttenberg,http://www.twitter.com/fred_guttenberg,My children are Jesse & Jaime. Jaime was murdered in the Parkland school shooting. My life is dedicated to saving lives fighting for gun safety in America.,520253.0,3275.0,15-Feb-23,7:53 PM,Florida,Parkland,189454.0,4655,212,1567.0,1567,4655,212,True,
535,16-Feb-2023 08:46PM,http://twitter.com/JBPritzker/statuses/1626397520015290370," @dmihalopoulos: Ron DeSantis's dangerous and hateful agenda has no place in Illinois. Banning books, playing politics with people's lives, and censoring history are antithetical to who we are. Every candidate hoping to hold public office in the land of Lincoln should condemn this event. ; Chicago Police union promoting “law enforcement members only” event for Florida GOP Gov Ron DeSantis in the burbs next week   /ROHgvmzEU4",@JBPritzker,United States,English,134055.0,7066,1240.01,Negative,"books,candidate,event,hateful agenda,history,law enforcement members,public office",(book OR books) NEAR (ban OR banned OR banning OR ban,"Banning,books",10.0,"""1626397520015290370""","""45550693""",Twitter Web App,JB Pritzker,http://www.twitter.com/JBPritzker,"Husband, Father, Entrepreneur @1871Chicago, Governor. Fighting for a stronger, fairer, and safer Illinois. Text JB to 80467",134055.0,1868.0,16-Feb-23,8:46 PM,Illinois,Chicago,586805.0,4883,1118,1065.0,1065,4883,1118,True, //twitter.com/dmihalopoulos/statuses/1626284992606208002
559,08-Mar-2023 06:17PM,http://twitter.com/PopularLiberal/statuses/1633608000123424769,@ReallyAmerican1 @mmpadellan @Giannoulias Republicans are using the same playbook as the Nazis did in 1933 by banning books,@PopularLiberal,United States,English,1388.0,6965,12.84,Negative,"books,same playbook",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",6.0,"""1633608000123424769""","""962651436994658304""",Twitter for iPhone,Popular Liberal 🇺🇸,http://www.twitter.com/PopularLiberal,Democrat. Liberal. Proud. BLM. Love. Family Matters. Equality. If you believe in a woman's right to choose Chip in http://secure.actblue.com/donate/sewback…,1388.0,659.0,8-Mar-23,6:17 PM,Virginia,Virginia Beach,167739.0,6017,305,643.0,643,6017,305,False,http://twitter.com/ReallyAmerican1/statuses/1633598905005817859
642,24-Apr-2023 08:28AM,http://twitter.com/JuddLegum/statuses/1650476683445542913,1. A Florida school district has banned dozens of books based on PROPOSED LEGISLATION These books are perfectly fine under FLORIDA'S CURRENT LAWS But administrators are keeping them off the shelves because they might be prohibited by FUTURE LAWS Follow along if interested 🧵,@JuddLegum,United States,English,568176.0,4959,5255.63,Negative,"CURRENT LAWS,FUTURE LAWS,administrators,books,dozens of books",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",10.0,"""1650476683445542913""","""15464697""",TweetDeck,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. judd@popular.info | Signal/Text: 202-599-7124 | DMs open",568176.0,1337.0,24-Apr-23,8:28 AM,"Washington, D.C.","Washington, D.C.",362999.0,3449,75,1435.0,1435,3449,75,False,
643,15-Jan-2023 08:02AM,http://twitter.com/QasimRashid/statuses/1614608887050637313,"As MAGA sheriffs in IL refuse to enforce IL’s new gun safety law—a reminder that it's ""state's rights"" when it comes to banning abortion, immigration, books, lgbtq, & 'woke' businesses—but it's magically not state's rights when passing proven gun safety laws.😑 Absurd hypocrisy.",@QasimRashid,United States,English,349989.0,5416,3237.4,Negative,"Absurd hypocrisy,abortion,books,immigration,new gun safety law,reminder",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1614608887050637313""","""85583894""",Twitter for iPhone,"Qasim Rashid, Esq.",http://www.twitter.com/QasimRashid,Human Rights Lawyer • Author • Dad Jokes • Host of The Qasim Rashid Show on Sirius XM Channel 126 Sundays @ 10am EST,349989.0,337.0,15-Jan-23,8:02 AM,Illinois,Chicago,,4194,246,,976,4194,246,True,
671,23-Feb-2023 01:02PM,http://twitter.com/JuddLegum/statuses/1628817489827184642," @atrupar: This is a lie. The video DeSantis claims is a hoax is accurate. The video shows that Mandarin Middle School removed THE ENTIRE FICTION SECTION from its library. In Duval County more than 1.5 MILLION books have been taken out of circulation. Receipts:   /ppvyQSe5g6 ; DeSantis on the media: ""They've tried to create in Florida a narrative -- it's basically a book ban hoax. It's a hoax, what they're doing.""   /2QJYoGMOv1",@JuddLegum,United States,English,553527.0,4671,5120.12,Negative,"ENTIRE FICTION SECTION,MILLION books,book ban hoax,circulation,claims,hoax,library,media,narrative,video shows",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,ban",10.0,"""1628817489827184642""","""15464697""",Twitter Web App,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. judd@popular.info | Signal/Text: 202-599-7124 | DMs open",553527.0,1339.0,23-Feb-23,1:02 PM,"Washington, D.C.","Washington, D.C.",248680.0,3151,122,1398.0,1398,3151,122,True, //twitter.com/atrupar/statuses/1628772395895996422
709,08-Nov-2023 03:23PM,http://twitter.com/JustinAHorwitz/statuses/1722349233104179206,"Something that deserves much more attention is what Governor J.B. Pritzker has been able to accomplish not just in Illinois, but nationwide. Exactly one year ago today, he was re-elected. In that *one year*, he has - Signed into law the first-in-the-nation ban on book bans. -…   /w0lDFZ8J3j",@JustinAHorwitz,United States,English,82127.0,5658,759.67,Neutral,"attention,nation ban",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,book,bans",10.0,"""1722349233104179206""","""4269393803""",Twitter Web App,Justin Horwitz,http://www.twitter.com/JustinAHorwitz,Universal Programs Enthusiast. Founder @ReallyAmerican1. Co-founder @Men_4_Choice.,82127.0,3649.0,8-Nov-23,3:23 PM,Illinois,Chicago,375724.0,4265,114,1156.0,1156,4388,114,True,
768,15-Mar-2023 05:44PM,http://twitter.com/Esqueer_/statuses/1636121133169664002,Florida Republican Stan McClain says that his bill that bans books and eliminates comprehensive sex education also bans young female students from discussing their periods with appropriate school officials. These people are medieval.   /zBjB9IiLAX,@Esqueer_,United States,English,124859.0,4165,1154.95,Negative,"appropriate school officials,bans books,bill,comprehensive sex education,periods,young female students",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,books",10.0,"""1636121133169664002""","""409389074""",Twitter for Android,Alejandra Caraballo,http://www.twitter.com/Esqueer_,"Wise Latina 🇵🇷. Clinical Instructor, Harvard Law Cyberlaw Clinic. Gender & Tech. 'Alleged expert' - Elon Musk. Bylines @Wired, @Slate. Views = my own.",124859.0,1281.0,15-Mar-23,5:44 PM,Massachusetts,Cambridge,157917.0,3134,79,863.0,952,3134,79,True,
774,12-Sep-2023 10:56AM, //twitter.com/SenatorDurbin/statuses/1701610659421782069,Illinois is leading the way: we’re the first state to ban book bans. Let parents and teachers decide what books to give kids – not activists and politicians.,@senatordurbin,Unknown,English,735235.0,5104,6800.92,Negative,"activists and politicians,book bans,kids,parents and teachers",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,book,bans",10.0,"""1701610659421782069""","""247334603""",,Senator Dick Durbin, //twitter.com/SenatorDurbin,Serving the people of Illinois. Majority Whip and Chair of the Senate Judiciary Committee @JudiciaryDems.,735235.0,2424.0,12-Sep-23,10:56 AM,,,68675.0,3570,891,643.0,643,3570,891,True,
789,12-Jun-2023 04:25PM,http://twitter.com/WBEZ/statuses/1668353917967556623,"With the strokes of multiple pens, Gov. JB Pritzker made Illinois the first state in the nation to withhold funding from public libraries if they ban books. #Illinois #bookban   /VSAFUpmHuE",@WBEZ,United States,English,142366.0,4393,1316.89,Neutral,"ban books,funding from public,libraries,multiple pens,nation,strokes",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1668353917967556623""","""13749282""",SocialFlow,WBEZ,http://www.twitter.com/WBEZ,We are Chicago’s NPR station and your trusted source of news and information. Support our mission at http://donate.wbez.org,142366.0,2016.0,12-Jun-23,4:25 PM,Illinois,Chicago,151205.0,3520,265,538.0,596,3532,265,False,
